Site ID,Sample_ID,Taxon,Order,FFG,Count,Life Stage,Comments,Body Length (mm),Dry mass (mg),Subsample,Area Sampled (m^2),Area of Subsample,Biomass (mg/m^2),Biomass (g/m^2),Dry mass regression/value source,as...,Reference,Calories per mg dry mass,as ... (Order),Calories per prey item
LO701_MANIP_SUN,ORSU16EH002,Baetis tricaudatus complex,Ephemeroptera,CG,2,Larva,,3.8,0.380984155,1,1.125,1.125,0.338652582,0.000338653,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",10.938,Ephemeroptera,4.167204685
LO703_MANIP_SHADE,ORSU16EH004,Baetis tricaudatus complex,Ephemeroptera,CG,14,Larva,,3.1,1.628390962,1,1.125,1.125,1.447458633,0.001447459,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",76.566,Ephemeroptera,124.6793824
LO703_MANIP_SHADE,ORSU16EH004,Baetis tricaudatus complex,Ephemeroptera,CG,14,Larva,,3.6,2.339431097,1,1.125,1.125,2.079494308,0.002079494,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",76.566,Ephemeroptera,179.1208813
LO703_MANIP_SHADE,ORSU16EH004,Baetis tricaudatus complex,Ephemeroptera,CG,14,Larva,,4.3,3.598183991,1,1.125,1.125,3.19838577,0.003198386,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",76.566,Ephemeroptera,275.4985554
LO703_MANIP_SUN,ORSU16EH005,Baetis tricaudatus complex,Ephemeroptera,CG,52,Larva,,1.4,0.8813184,1,1.125,1.125,0.783394133,0.000783394,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",284.388,Ephemeroptera,250.6363772
LO703_MANIP_SUN,ORSU16EH005,Baetis tricaudatus complex,Ephemeroptera,CG,52,Larva,,2.5,3.591478311,1,1.125,1.125,3.192425165,0.003192425,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",284.388,Ephemeroptera,1021.373334
LO703_MANIP_SUN,ORSU16EH005,Baetis tricaudatus complex,Ephemeroptera,CG,52,Larva,,3,5.586366275,1,1.125,1.125,4.965658911,0.004965659,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",284.388,Ephemeroptera,1588.695532
LO703_MANIP_SUN,ORSU16EH005,Baetis tricaudatus complex,Ephemeroptera,CG,52,Larva,,3.5,8.115989537,1,1.125,1.125,7.214212922,0.007214213,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",284.388,Ephemeroptera,2308.090033
LO703_REF,ORSU16EH006,Baetis tricaudatus complex,Ephemeroptera,CG,160,Larva,,1.5,3.205164816,0.63,1.125,0.7125,4.498476935,0.004498477,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",875.04,Ephemeroptera,2804.647421
LO703_REF,ORSU16EH006,Baetis tricaudatus complex,Ephemeroptera,CG,160,Larva,,2.5,11.05070249,0.63,1.125,0.7125,15.50975788,0.015509758,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",875.04,Ephemeroptera,9669.806711
LO703_REF,ORSU16EH006,Baetis tricaudatus complex,Ephemeroptera,CG,160,Larva,,3.5,24.9722755,0.63,1.125,0.7125,35.04880772,0.035048808,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",875.04,Ephemeroptera,21851.73995
LO703_REF,ORSU16EH006,Baetis tricaudatus complex,Ephemeroptera,CG,160,Larva,,4.5,45.9108324,0.63,1.125,0.7125,64.436256,0.064436256,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",875.04,Ephemeroptera,40173.81478
LO703_REF,ORSU16EH006,Baetis tricaudatus complex,Ephemeroptera,CG,160,Larva,,5.5,74.65863454,0.63,1.125,0.7125,104.7840485,0.104784048,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",875.04,Ephemeroptera,65329.29157
MR404_MANIP_SHADE,ORSU16EH007,Baetis tricaudatus complex,Ephemeroptera,CG,3,Larva,,1.5,0.06009684,1,1.125,1.125,0.053419413,5.34194E-05,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",16.407,Ephemeroptera,0.986008859
MR404_MANIP_SHADE,ORSU16EH007,Baetis tricaudatus complex,Ephemeroptera,CG,3,Larva,,3,0.322290362,1,1.125,1.125,0.286480322,0.00028648,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",16.407,Ephemeroptera,5.28781797
MR404_REF,ORSU16EH009,Baetis tricaudatus complex,Ephemeroptera,CG,59,Larva,,1.5,1.181904526,1,1.125,1.125,1.050581801,0.001050582,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",322.671,Ephemeroptera,381.3663153
MR404_REF,ORSU16EH009,Baetis tricaudatus complex,Ephemeroptera,CG,59,Larva,,2,2.373061287,1,1.125,1.125,2.109387811,0.002109388,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",322.671,Ephemeroptera,765.7180586
MR404_REF,ORSU16EH009,Baetis tricaudatus complex,Ephemeroptera,CG,59,Larva,,3.5,9.20852659,1,1.125,1.125,8.185356969,0.008185357,0.0075*L^2.423,Baetis spp.,"Benke, A. C. et al. 1999",322.671,Ephemeroptera,2971.324483
LO703_REF,ORSU16EH006,Caudatella,Ephemeroptera,CG,3,Larva,,1.6,0.02898211,0.63,1.125,0.7125,0.040676646,4.06766E-05,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",16.407,Ephemeroptera,0.475509474
LO701_MANIP_SHADE,ORSU16EH001,Cinygmula,Ephemeroptera,SC,3,Larva,,3,1.499207089,1,1.125,1.125,1.332628524,0.001332629,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",16.758,Heptageniidae,25.1237124
LO701_MANIP_SHADE,ORSU16EH001,Cinygmula,Ephemeroptera,SC,3,Larva,,4.2,3.756567221,1,1.125,1.125,3.339170863,0.003339171,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",16.758,Heptageniidae,62.95255349
LO701_MANIP_SUN,ORSU16EH002,Cinygmula,Ephemeroptera,SC,1,Larva,,2.4,0.271754057,1,1.125,1.125,0.241559162,0.000241559,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",5.586,Heptageniidae,1.518018165
LO703_MANIP_SHADE,ORSU16EH004,Cinygmula,Ephemeroptera,SC,9,Larva,,3.4,6.329644226,1,1.125,1.125,5.626350423,0.00562635,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",50.274,Heptageniidae,318.2165338
LO703_MANIP_SHADE,ORSU16EH004,Cinygmula,Ephemeroptera,SC,9,Larva,,4.9,17.16631806,1,1.125,1.125,15.25894939,0.015258949,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",50.274,Heptageniidae,863.0194743
LO703_MANIP_SUN,ORSU16EH005,Cinygmula,Ephemeroptera,SC,1,Larva,,2,0.165200454,1,1.125,1.125,0.146844848,0.000146845,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",5.586,Heptageniidae,0.922809733
LO703_REF,ORSU16EH006,Cinygmula,Ephemeroptera,SC,20,Larva,,2.2,4.285912116,0.63,1.125,0.7125,6.015315251,0.006015315,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",111.72,Heptageniidae,478.8221015
LO703_REF,ORSU16EH006,Cinygmula,Ephemeroptera,SC,20,Larva,,5.8,60.44881132,0.63,1.125,0.7125,84.84043694,0.084840437,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",111.72,Heptageniidae,6753.3412
LO703_REF,ORSU16EH006,Cinygmula,Ephemeroptera,Sc,20,Larva,,9.5,232.4956251,0.63,1.125,0.7125,326.3096493,0.326309649,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",111.72,Heptageniidae,25974.41124
MR404_MANIP_SHADE,ORSU16EH007,Cinygmula,Ephemeroptera,SC,2,Larva,,2.5,0.607582934,1,1.125,1.125,0.540073719,0.000540074,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",11.172,Heptageniidae,6.787916534
MR404_REF,ORSU16EH009,Cinygmula,Ephemeroptera,SC,14,Larva,,2.8,5.795205067,1,1.125,1.125,5.151293393,0.005151293,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",78.204,Heptageniidae,453.208217
LO703_REF,ORSU16EH006,Drunella,Ephemeroptera,CG,1,Larva,,1.4,0.006086346,0.63,1.125,0.7125,0.00854224,8.54224E-06,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,0.033286224
LO701_MANIP_SUN,ORSU16EH002,Drunella coloradensis,Ephemeroptera,CG,5,Larva,,8.3,14.37916956,1,1.125,1.125,12.78148405,0.012781484,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",27.345,Ephemeroptera,393.1983916
LO701_MANIP_SUN,ORSU16EH002,Drunella coloradensis,Ephemeroptera,CG,5,Larva,,10.3,30.34872167,1,1.125,1.125,26.97664148,0.026976641,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",27.345,Ephemeroptera,829.8857942
LO703_MANIP_SUN,ORSU16EH005,Drunella coloradensis,Ephemeroptera,CG,8,Larva,,8.5,24.98233748,1,1.125,1.125,22.2065222,0.022206522,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",43.752,Ephemeroptera,1093.02723
LO703_MANIP_SUN,ORSU16EH005,Drunella coloradensis,Ephemeroptera,CG,8,Larva,,10,43.83727885,1,1.125,1.125,38.96647009,0.03896647,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",43.752,Ephemeroptera,1917.968624
LO703_REF,ORSU16EH006,Drunella coloradensis,Ephemeroptera,CG,5,Larva,,9.5,22.94284545,0.63,1.125,0.7125,32.20048484,0.032200485,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",27.345,Ephemeroptera,627.3721088
LO701_MANIP_SHADE,ORSU16EH001,Drunella doddsii,Ephemeroptera,CG,3,Larva,,1.8,0.043562994,1,1.125,1.125,0.038722661,3.87227E-05,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",16.407,Ephemeroptera,0.714738048
LO701_MANIP_SHADE,ORSU16EH001,Drunella doddsii,Ephemeroptera,CG,3,Larva,,4.1,0.751808099,1,1.125,1.125,0.668273866,0.000668274,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",16.407,Ephemeroptera,12.33491548
LO701_MANIP_SUN,ORSU16EH002,Drunella doddsii,Ephemeroptera,CG,1,Larva,,1.7,0.011915352,1,1.125,1.125,0.010591424,1.05914E-05,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,0.065165059
LO701_REF,ORSU16EH003,Drunella doddsii,Ephemeroptera,CG,5,Larva,,1.5,0.038636641,1,1.125,1.125,0.034343681,3.43437E-05,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",27.345,Ephemeroptera,1.056518946
LO703_MANIP_SHADE,ORSU16EH004,Drunella doddsii,Ephemeroptera,CG,3,Larva,,1.8,0.043562994,1,1.125,1.125,0.038722661,3.87227E-05,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",16.407,Ephemeroptera,0.714738048
LO703_MANIP_SUN,ORSU16EH005,Drunella doddsii,Ephemeroptera,CG,2,Larva,,2.4,0.078580447,1,1.125,1.125,0.069849286,6.98493E-05,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",10.938,Ephemeroptera,0.859512925
LO703_REF,ORSU16EH006,Drunella doddsii,Ephemeroptera,CG,20,Larva,,1.7,0.238307036,0.63,1.125,0.7125,0.334466015,0.000334466,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",109.38,Ephemeroptera,26.06602357
LO703_REF,ORSU16EH006,Drunella doddsii,Ephemeroptera,CG,20,Larva,,6,18.71487466,0.63,1.125,0.7125,26.26649075,0.026266491,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",109.38,Ephemeroptera,2047.032991
MR404_MANIP_SHADE,ORSU16EH007,Drunella doddsii,Ephemeroptera,CG,1,Larva,,2,0.020908236,1,1.125,1.125,0.018585099,1.85851E-05,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,0.114347141
MR404_REF,ORSU16EH009,Drunella doddsii,Ephemeroptera,CG,11,Larva,,1.2,0.039274747,1,1.125,1.125,0.034910886,3.49109E-05,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",60.159,Ephemeroptera,2.362729512
MR404_REF,ORSU16EH009,Drunella doddsii,Ephemeroptera,CG,11,Larva,,1.7,0.13106887,1,1.125,1.125,0.116505662,0.000116506,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",60.159,Ephemeroptera,7.88497213
LO701_MANIP_SHADE,ORSU16EH001,Epeorus,Ephemeroptera,CG,2,Larva,,4.7,1.036994266,1,1.125,1.125,0.921772681,0.000921773,0.0056*L^2.926,Epeorus sp.,"Benke, A. C. et al. 1999",10.938,Ephemeroptera,11.34264328
LO701_MANIP_SHADE,ORSU16EH001,Epeorus,Ephemeroptera,CG,2,Larva,,6,2.118793253,1,1.125,1.125,1.88337178,0.001883372,0.0056*L^2.926,Epeorus sp.,"Benke, A. C. et al. 1999",10.938,Ephemeroptera,23.1753606
LO701_REF,ORSU16EH003,Epeorus,Ephemeroptera,CG,1,Larva,,1.2,0.009547119,1,1.125,1.125,0.008486328,8.48633E-06,0.0056*L^2.926,Epeorus sp.,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,0.052213196
LO703_MANIP_SUN,ORSU16EH005,Epeorus,Ephemeroptera,CG,1,Larva,,2,0.042560017,1,1.125,1.125,0.037831126,3.78311E-05,0.0056*L^2.926,Epeorus sp.,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,0.232760734
LO703_REF,ORSU16EH006,Epeorus,Ephemeroptera,CG,5,Larva,,3,0.696971184,0.63,1.125,0.7125,0.978205171,0.000978205,0.0056*L^2.926,Epeorus sp.,"Benke, A. C. et al. 1999",27.345,Ephemeroptera,19.05867702
LO703_REF,ORSU16EH006,Epeorus,Ephemeroptera,CG,5,Larva,,5.5,4.10638118,0.63,1.125,0.7125,5.763342007,0.005763342,0.0056*L^2.926,Epeorus sp.,"Benke, A. C. et al. 1999",27.345,Ephemeroptera,112.2889934
MR404_REF,ORSU16EH009,Epeorus,Ephemeroptera,CG,1,Larva,,4,0.323456261,1,1.125,1.125,0.287516676,0.000287517,0.0056*L^2.926,Epeorus sp.,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,1.76898229
LO703_MANIP_SUN,ORSU16EH005,Ephemerella,Ephemeroptera,CG,2,Larva,,2.2,0.15837015,1,1.125,1.125,0.140773467,0.000140773,0.0097*L^2.663,Ephemerella sp.,"Benke, A. C. et al. 1999",10.938,Ephemeroptera,1.732252704
LO703_MANIP_SHADE,ORSU16EH004,Ephemerella excrucians,Ephemeroptera,CG,1,Larva,,2,0.061434823,1,1.125,1.125,0.054608732,5.46087E-05,0.0097*L^2.663,Ephemerella sp.,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,0.335987048
LO703_MANIP_SHADE,ORSU16EH004,Ephemerella tibialis,Ephemeroptera,CG,1,Larva,,3.1,0.197363994,1,1.125,1.125,0.175434661,0.000175435,0.0097*L^2.663,Ephemerella sp.,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,1.079383682
LO703_MANIP_SUN,ORSU16EH005,Ephemerella tibialis,Ephemeroptera,CG,2,Larva,,7,3.453804973,1,1.125,1.125,3.070048865,0.003070049,0.0097*L^2.663,Ephemerella sp.,"Benke, A. C. et al. 1999",10.938,Ephemeroptera,37.77771879
LO703_REF,ORSU16EH006,Ephemerella tibialis,Ephemeroptera,CG,1,Larva,,6,1.145482646,0.63,1.125,0.7125,1.607694942,0.001607695,0.0097*L^2.663,Ephemerella sp.,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,6.264644591
MR404_REF,ORSU16EH009,Ephemerella tibialis,Ephemeroptera,CG,4,Larva,,3.5,1.090648805,1,1.125,1.125,0.969465604,0.000969466,0.0097*L^2.663,Ephemerella sp.,"Benke, A. C. et al. 1999",21.876,Ephemeroptera,23.85903325
MR404_REF,ORSU16EH009,Ephemerella tibialis,Ephemeroptera,CG,4,Larva,,4.5,2.129789344,1,1.125,1.125,1.893146084,0.001893146,0.0097*L^2.663,Ephemerella sp.,"Benke, A. C. et al. 1999",21.876,Ephemeroptera,46.59127169
MR404_MANIP_SUN,ORSU16EH008,Ephemerellidae,Ephemeroptera,CG,1,Larva,,3,0.085034104,1,1.125,1.125,0.07558587,7.55859E-05,0.0019*L^3.46,Drunella sp.,"Benke, A. C. et al. 1999",5.469,Ephemeroptera,0.465051517
LO701_REF,ORSU16EH003,Leptophlebiidae,Ephemeroptera,CG,3,Larva,,3.3,0.419789593,1,1.125,1.125,0.373146305,0.000373146,0.0061*L^2.624,Paraleptophlebia sp.,"Benke, A. C. et al. 1999",16.407,Ephemeroptera,6.887487855
LO703_MANIP_SHADE,ORSU16EH004,Leptophlebiidae,Ephemeroptera,CG,6,Larva,,3.4,0.90799146,1,1.125,1.125,0.80710352,0.000807104,0.0061*L^2.624,Paraleptophlebia sp.,"Benke, A. C. et al. 1999",32.814,Ephemeroptera,29.79483176
LO703_REF,ORSU16EH006,Leptophlebiidae,Ephemeroptera,CG,3,Larva,,1.5,0.053029136,0.63,1.125,0.7125,0.074426858,7.44269E-05,0.0061*L^2.624,Paraleptophlebia sp.,"Benke, A. C. et al. 1999",16.407,Ephemeroptera,0.870049039
MR404_REF,ORSU16EH009,Matriella teresa,Ephemeroptera,CG,5,Larva,,3.5,1.363311006,1,1.125,1.125,1.211832005,0.001211832,0.0097*L^2.663,Ephemerella sp.,"Benke, A. C. et al. 1999",27.345,Ephemeroptera,37.27973945
MR404_REF,ORSU16EH009,Matriella teresa,Ephemeroptera,CG,5,Larva,,5,3.524510917,1,1.125,1.125,3.132898593,0.003132899,0.0097*L^2.663,Ephemerella sp.,"Benke, A. C. et al. 1999",27.345,Ephemeroptera,96.37775103
LO701_MANIP_SHADE,ORSU16EH001,Rhithrogena,Ephemeroptera,SC,4,Larva,,2.8,1.655772876,1,1.125,1.125,1.471798112,0.001471798,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",22.344,Heptageniidae,36.99658915
LO701_MANIP_SHADE,ORSU16EH001,Rhithrogena,Ephemeroptera,SC,4,Larva,,5.1,8.509928657,1,1.125,1.125,7.564381028,0.007564381,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",22.344,Heptageniidae,190.1458459
LO701_REF,ORSU16EH003,Rhithrogena,Ephemeroptera,SC,3,Larva,,1.7,0.31801394,1,1.125,1.125,0.282679058,0.000282679,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",16.758,Heptageniidae,5.329277602
LO701_REF,ORSU16EH003,Rhithrogena,Ephemeroptera,SC,3,Larva,,3.4,2.109881409,1,1.125,1.125,1.875450141,0.00187545,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",16.758,Heptageniidae,35.35739265
LO703_MANIP_SHADE,ORSU16EH004,Rhithrogena,Ephemeroptera,SC,1,Larva,,2.2,0.214295606,1,1.125,1.125,0.190484983,0.000190485,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",5.586,Heptageniidae,1.197055254
MR404_REF,ORSU16EH009,Rhithrogena,Ephemeroptera,SC,1,Larva,,2,0.165200454,1,1.125,1.125,0.146844848,0.000146845,0.0249*L^2.73,Heptageniidae,"Benke, A. C. et al. 1999",5.586,Heptageniidae,0.922809733
LO701_MANIP_SHADE,ORSU16EH001,Enchytraeus,Haplotaxida,,1,Unknown,,0.8,0.1272,1,1.125,1.125,0.113066667,0.000113067,mean value,Enchytraeidae,"Meyer, E. 1989",5.575,Oligochaeta,0.70914
LO701_MANIP_SHADE,ORSU16EH001,Mesenchytraeus,Haplotaxida,,2,Unknown,,5.4,0.2544,1,1.125,1.125,0.226133333,0.000226133,mean value,Enchytraeidae,"Meyer, E. 1989",11.15,Oligochaeta,2.83656
LO701_REF,ORSU16EH003,Mesenchytraeus,Haplotaxida,,15,Unknown,,3.2,1.908,1,1.125,1.125,1.696,0.001696,mean value,Enchytraeidae,"Meyer, E. 1989",83.625,Oligochaeta,159.5565
LO701_REF,ORSU16EH003,Mesenchytraeus,Haplotaxida,,15,Unknown,,3.6,1.908,1,1.125,1.125,1.696,0.001696,mean value,Enchytraeidae,"Meyer, E. 1989",83.625,Oligochaeta,159.5565
LO701_REF,ORSU16EH003,Mesenchytraeus,Haplotaxida,,15,Unknown,,4.9,1.908,1,1.125,1.125,1.696,0.001696,mean value,Enchytraeidae,"Meyer, E. 1989",83.625,Oligochaeta,159.5565
LO703_MANIP_SHADE,ORSU16EH004,Mesenchytraeus,Haplotaxida,,10,Unknown,,2.1,1.272,1,1.125,1.125,1.130666667,0.001130667,mean value,Enchytraeidae,"Meyer, E. 1989",55.75,Oligochaeta,70.914
LO703_MANIP_SHADE,ORSU16EH004,Mesenchytraeus,Haplotaxida,,10,Unknown,Estimated,3.5,1.272,1,1.125,1.125,1.130666667,0.001130667,mean value,Enchytraeidae,"Meyer, E. 1989",55.75,Oligochaeta,70.914
LO703_MANIP_SHADE,ORSU16EH004,Mesenchytraeus,Haplotaxida,,10,Unknown,,5.7,1.272,1,1.125,1.125,1.130666667,0.001130667,mean value,Enchytraeidae,"Meyer, E. 1989",55.75,Oligochaeta,70.914
LO703_REF,ORSU16EH006,Mesenchytraeus,Haplotaxida,,7,Unknown,,2.7,0.8904,0.63,1.125,0.7125,1.249684211,0.001249684,mean value,Enchytraeidae,"Meyer, E. 1989",39.025,Oligochaeta,34.74786
LO703_REF,ORSU16EH006,Mesenchytraeus,Haplotaxida,,7,Unknown,,4.2,0.8904,0.63,1.125,0.7125,1.249684211,0.001249684,mean value,Enchytraeidae,"Meyer, E. 1989",39.025,Oligochaeta,34.74786
MR404_MANIP_SHADE,ORSU16EH007,Mesenchytraeus,Haplotaxida,,12,Unknown,,2.8,1.5264,1,1.125,1.125,1.3568,0.0013568,mean value,Enchytraeidae,"Meyer, E. 1989",66.9,Oligochaeta,102.11616
MR404_MANIP_SHADE,ORSU16EH007,Mesenchytraeus,Haplotaxida,,12,Unknown,,3.9,1.5264,1,1.125,1.125,1.3568,0.0013568,mean value,Enchytraeidae,"Meyer, E. 1989",66.9,Oligochaeta,102.11616
MR404_REF,ORSU16EH009,Mesenchytraeus,Haplotaxida,,20,Unknown,,2.1,2.544,1,1.125,1.125,2.261333333,0.002261333,mean value,Enchytraeidae,"Meyer, E. 1989",111.5,Oligochaeta,283.656
MR404_REF,ORSU16EH009,Mesenchytraeus,Haplotaxida,,20,Unknown,,4.2,2.544,1,1.125,1.125,2.261333333,0.002261333,mean value,Enchytraeidae,"Meyer, E. 1989",111.5,Oligochaeta,283.656
MR404_REF,ORSU16EH009,Mesenchytraeus,Haplotaxida,,20,Unknown,,4.9,2.544,1,1.125,1.125,2.261333333,0.002261333,mean value,Enchytraeidae,"Meyer, E. 1989",111.5,Oligochaeta,283.656
MR404_REF,ORSU16EH009,Microvelia,Hemiptera,P,8,Larva,,1,0.251186783,1,1.125,1.125,0.22327714,0.000223277,(-3.461)+2.40*lnL,Hemiptera,"Smock, L.A. 1980",38.584,Insecta aquatic,9.691790844
MR404_REF,ORSU16EH009,Clinocera,Heptageniidae,SC,4,Larva,,2,0.125827216,1,1.125,1.125,0.111846414,0.000111846,(-5.3506)+2.7288*lnL,Empididae,"Meyer, E. 1989",17.104,Diptera aquatic,2.152148703
LO701_MANIP_SUN,ORSU16EH002,Hexatoma,Hexatoma,P,1,Larva,,24.7,17.32569166,1,1.125,1.125,15.40061481,0.015400615,0.0042*L^2.596,Hexatoma spp.,"Benke, A. C. et al. 1999",4.276,Diptera aquatic,74.08465753
LO703_MANIP_SUN,ORSU16EH005,Orohermes crepusculus,Megaloptera,P,2,Larva,,37,180.3860995,1,1.125,1.125,160.3431996,0.1603432,0.0018*L^2.997,Corydalus cornutus,"Benke, A. C. et al. 1999",10.42,Corydalidae,1879.623156
LO703_MANIP_SUN,ORSU16EH005,Orohermes crepusculus,Megaloptera,P,2,Larva,,48,393.5342078,1,1.125,1.125,349.8081847,0.349808185,0.0018*L^2.997,Corydalus cornutus,"Benke, A. C. et al. 1999",10.42,Corydalidae,4100.626445
MR404_MANIP_SHADE,ORSU16EH007,Orohermes crepusculus,Megaloptera,P,1,Larva,,12,3.087299052,1,1.125,1.125,2.744265824,0.002744266,0.0018*L^2.997,Corydalus cornutus,"Benke, A. C. et al. 1999",5.21,Corydalidae,16.08482806
MR404_REF,ORSU16EH009,Orohermes crepusculus,Megaloptera,P,1,Larva,,2.5,0.028047794,1,1.125,1.125,0.024931372,2.49314E-05,0.0018*L^2.997,Corydalus cornutus,"Benke, A. C. et al. 1999",5.21,Corydalidae,0.146129007
MR404_REF,ORSU16EH009,Nemata,Nematoda,,2,Unknown,,3,0.0348,1,1.125,1.125,0.030933333,3.09333E-05,mean value,Nematoda,"Meyer, E. 1989",9.426,Aquatic microconsumers,0.3280248
MR404_MANIP_SHADE,ORSU16EH007,Gomphidae,Odonta,P,3,Larva,,1.5,0.057095821,1,1.125,1.125,0.050751841,5.07518E-05,0.0060*L^2.847,Gomphus spp.,"Benke, A. C. et al. 1999",14.469,Insecta aquatic,0.826119429
MR404_MANIP_SHADE,ORSU16EH007,Gomphidae,Odonta,P,3,Larva,,4,0.931831313,1,1.125,1.125,0.8282945,0.000828295,0.0060*L^2.847,Gomphus spp.,"Benke, A. C. et al. 1999",14.469,Insecta aquatic,13.48266727
LO703_MANIP_SHADE,ORSU16EH004,Fridericia,Oligochaeta,CG,1,Unknown,,7.5,0.1272,1,1.125,1.125,0.113066667,0.000113067,mean value,Enchytraeidae,"Meyer, E. 1989",5.575,Oligochaeta,0.70914
LO701_MANIP_SHADE,ORSU16EH001,Calineuria californica,Plecoptera,SH,5,Larva,,5.8,2.786909593,1,1.125,1.125,2.477252972,0.002477253,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",24.115,Insecta aquatic,67.20632484
LO701_MANIP_SHADE,ORSU16EH001,Calineuria californica,Plecoptera,SH,5,Larva,,8.8,10.72239005,1,1.125,1.125,9.531013378,0.009531013,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",24.115,Insecta aquatic,258.5704361
LO701_MANIP_SHADE,ORSU16EH001,Calineuria californica,Plecoptera,SH,5,Larva,,10.9,21.41342056,1,1.125,1.125,19.03415161,0.019034152,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",24.115,Insecta aquatic,516.3846368
LO701_MANIP_SUN,ORSU16EH002,Calineuria californica,Plecoptera,SH,12,Larva,,5.4,5.309229255,1,1.125,1.125,4.719314893,0.004719315,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",57.876,Insecta aquatic,307.2769523
LO701_MANIP_SUN,ORSU16EH002,Calineuria californica,Plecoptera,SH,12,Larva,,8.2,20.48241767,1,1.125,1.125,18.20659348,0.018206593,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",57.876,Insecta aquatic,1185.440405
LO701_MANIP_SUN,ORSU16EH002,Calineuria californica,Plecoptera,SH,12,Larva,,14.3,123.5893136,1,1.125,1.125,109.8571676,0.109857168,0.0019*L^3.232,Acroneuria spp.,"Benke, A. C. et al. 1999",57.876,Insecta aquatic,7152.855112
